Date	VOC	WeeklyCases
2020-03-08	WT	391
2020-03-08	BA.1	0
2020-03-08	BA.2	0
2020-03-08	BA.2.86	0
2020-03-08	BA.4/5	0
2020-03-08	BQ.1	0
2020-03-08	Alpha	0
2020-03-08	Delta	0
2020-03-08	XBB	0
2020-03-15	WT	3465
2020-03-15	BA.1	0
2020-03-15	BA.2	0
2020-03-15	BA.2.86	0
2020-03-15	BA.4/5	0
2020-03-15	BQ.1	0
2020-03-15	Alpha	0
2020-03-15	Delta	0
2020-03-15	XBB	0
2020-03-22	WT	27465.3803450863
2020-03-22	BA.1	0
2020-03-22	BA.2	0
2020-03-22	BA.2.86	0
2020-03-22	BA.4/5	0
2020-03-22	BQ.1	0
2020-03-22	Alpha	0
2020-03-22	Delta	0
2020-03-22	XBB	0
2020-03-29	WT	94711.3358999038
2020-03-29	BA.1	0
2020-03-29	BA.2	0
2020-03-29	BA.2.86	0
2020-03-29	BA.4/5	0
2020-03-29	BQ.1	0
2020-03-29	Alpha	0
2020-03-29	Delta	0
2020-03-29	XBB	0
2020-04-05	WT	176031.291539246
2020-04-05	BA.1	0
2020-04-05	BA.2	0
2020-04-05	BA.2.86	0
2020-04-05	BA.4/5	0
2020-04-05	BQ.1	0
2020-04-05	Alpha	0
2020-04-05	Delta	0
2020-04-05	XBB	0
2020-04-12	WT	219078.655877342
2020-04-12	BA.1	0
2020-04-12	BA.2	0
2020-04-12	BA.2.86	0
2020-04-12	BA.4/5	0
2020-04-12	BQ.1	0
2020-04-12	Alpha	0
2020-04-12	Delta	0
2020-04-12	XBB	0
2020-04-19	WT	195858.543833581
2020-04-19	BA.1	0
2020-04-19	BA.2	0
2020-04-19	BA.2.86	0
2020-04-19	BA.4/5	0
2020-04-19	BQ.1	0
2020-04-19	Alpha	291.456166419019
2020-04-19	Delta	0
2020-04-19	XBB	0
2020-04-26	WT	204288.761439902
2020-04-26	BA.1	0
2020-04-26	BA.2	0
2020-04-26	BA.2.86	0
2020-04-26	BA.4/5	0
2020-04-26	BQ.1	0
2020-04-26	Alpha	876.238560097621
2020-04-26	Delta	0
2020-04-26	XBB	0
2020-05-03	WT	198436
2020-05-03	BA.1	0
2020-05-03	BA.2	0
2020-05-03	BA.2.86	0
2020-05-03	BA.4/5	0
2020-05-03	BQ.1	0
2020-05-03	Alpha	0
2020-05-03	Delta	0
2020-05-03	XBB	0
2020-05-10	WT	182246
2020-05-10	BA.1	0
2020-05-10	BA.2	0
2020-05-10	BA.2.86	0
2020-05-10	BA.4/5	0
2020-05-10	BQ.1	0
2020-05-10	Alpha	0
2020-05-10	Delta	0
2020-05-10	XBB	0
2020-05-17	WT	169032
2020-05-17	BA.1	0
2020-05-17	BA.2	0
2020-05-17	BA.2.86	0
2020-05-17	BA.4/5	0
2020-05-17	BQ.1	0
2020-05-17	Alpha	0
2020-05-17	Delta	0
2020-05-17	XBB	0
2020-05-24	WT	166189.335236542
2020-05-24	BA.1	0
2020-05-24	BA.2	0
2020-05-24	BA.2.86	0
2020-05-24	BA.4/5	0
2020-05-24	BQ.1	0
2020-05-24	Alpha	135.664763458401
2020-05-24	Delta	0
2020-05-24	XBB	0
2020-05-31	WT	146436
2020-05-31	BA.1	0
2020-05-31	BA.2	0
2020-05-31	BA.2.86	0
2020-05-31	BA.4/5	0
2020-05-31	BQ.1	0
2020-05-31	Alpha	0
2020-05-31	Delta	0
2020-05-31	XBB	0
2020-06-07	WT	149780
2020-06-07	BA.1	0
2020-06-07	BA.2	0
2020-06-07	BA.2.86	0
2020-06-07	BA.4/5	0
2020-06-07	BQ.1	0
2020-06-07	Alpha	0
2020-06-07	Delta	0
2020-06-07	XBB	0
2020-06-14	WT	151876
2020-06-14	BA.1	0
2020-06-14	BA.2	0
2020-06-14	BA.2.86	0
2020-06-14	BA.4/5	0
2020-06-14	BQ.1	0
2020-06-14	Alpha	0
2020-06-14	Delta	0
2020-06-14	XBB	0
2020-06-21	WT	180021
2020-06-21	BA.1	0
2020-06-21	BA.2	0
2020-06-21	BA.2.86	0
2020-06-21	BA.4/5	0
2020-06-21	BQ.1	0
2020-06-21	Alpha	0
2020-06-21	Delta	0
2020-06-21	XBB	0
2020-06-28	WT	258278
2020-06-28	BA.1	0
2020-06-28	BA.2	0
2020-06-28	BA.2.86	0
2020-06-28	BA.4/5	0
2020-06-28	BQ.1	0
2020-06-28	Alpha	0
2020-06-28	Delta	0
2020-06-28	XBB	0
2020-07-05	WT	342166
2020-07-05	BA.1	0
2020-07-05	BA.2	0
2020-07-05	BA.2.86	0
2020-07-05	BA.4/5	0
2020-07-05	BQ.1	0
2020-07-05	Alpha	0
2020-07-05	Delta	0
2020-07-05	XBB	0
2020-07-12	WT	390679.701840809
2020-07-12	BA.1	101.686543946072
2020-07-12	BA.2	0
2020-07-12	BA.2.86	0
2020-07-12	BA.4/5	0
2020-07-12	BQ.1	0
2020-07-12	Alpha	203.373087892144
2020-07-12	Delta	0
2020-07-12	XBB	0
2020-07-19	WT	461320.641809672
2020-07-19	BA.1	0
2020-07-19	BA.2	0
2020-07-19	BA.2.86	0
2020-07-19	BA.4/5	0
2020-07-19	BQ.1	0
2020-07-19	Alpha	0
2020-07-19	Delta	4946.35819032761
2020-07-19	XBB	0
2020-07-26	WT	467901
2020-07-26	BA.1	0
2020-07-26	BA.2	0
2020-07-26	BA.2.86	0
2020-07-26	BA.4/5	0
2020-07-26	BQ.1	0
2020-07-26	Alpha	0
2020-07-26	Delta	0
2020-07-26	XBB	0
2020-08-02	WT	430498.366013072
2020-08-02	BA.1	0
2020-08-02	BA.2	0
2020-08-02	BA.2.86	0
2020-08-02	BA.4/5	0
2020-08-02	BQ.1	0
2020-08-02	Alpha	187.908496732026
2020-08-02	Delta	563.725490196078
2020-08-02	XBB	0
2020-08-09	WT	375909
2020-08-09	BA.1	0
2020-08-09	BA.2	0
2020-08-09	BA.2.86	0
2020-08-09	BA.4/5	0
2020-08-09	BQ.1	0
2020-08-09	Alpha	0
2020-08-09	Delta	0
2020-08-09	XBB	0
2020-08-16	WT	362662
2020-08-16	BA.1	0
2020-08-16	BA.2	0
2020-08-16	BA.2.86	0
2020-08-16	BA.4/5	0
2020-08-16	BQ.1	0
2020-08-16	Alpha	0
2020-08-16	Delta	0
2020-08-16	XBB	0
2020-08-23	WT	315448.80773362
2020-08-23	BA.1	0
2020-08-23	BA.2	169.596133190118
2020-08-23	BA.2.86	0
2020-08-23	BA.4/5	0
2020-08-23	BQ.1	0
2020-08-23	Alpha	0
2020-08-23	Delta	169.596133190118
2020-08-23	XBB	0
2020-08-30	WT	294946
2020-08-30	BA.1	0
2020-08-30	BA.2	0
2020-08-30	BA.2.86	0
2020-08-30	BA.4/5	0
2020-08-30	BQ.1	0
2020-08-30	Alpha	0
2020-08-30	Delta	0
2020-08-30	XBB	0
2020-09-06	WT	294952.33503055
2020-09-06	BA.1	0
2020-09-06	BA.2	150.332484725051
2020-09-06	BA.2.86	0
2020-09-06	BA.4/5	150.332484725051
2020-09-06	BQ.1	0
2020-09-06	Alpha	0
2020-09-06	Delta	0
2020-09-06	XBB	0
2020-09-13	WT	245621
2020-09-13	BA.1	0
2020-09-13	BA.2	0
2020-09-13	BA.2.86	0
2020-09-13	BA.4/5	0
2020-09-13	BQ.1	0
2020-09-13	Alpha	0
2020-09-13	Delta	0
2020-09-13	XBB	0
2020-09-20	WT	280977
2020-09-20	BA.1	0
2020-09-20	BA.2	0
2020-09-20	BA.2.86	0
2020-09-20	BA.4/5	0
2020-09-20	BQ.1	0
2020-09-20	Alpha	0
2020-09-20	Delta	0
2020-09-20	XBB	0
2020-09-27	WT	304634.897307166
2020-09-27	BA.1	0
2020-09-27	BA.2	0
2020-09-27	BA.2.86	0
2020-09-27	BA.4/5	0
2020-09-27	BQ.1	0
2020-09-27	Alpha	0
2020-09-27	Delta	0
2020-09-27	XBB	0
2020-10-04	WT	298348
2020-10-04	BA.1	0
2020-10-04	BA.2	0
2020-10-04	BA.2.86	0
2020-10-04	BA.4/5	0
2020-10-04	BQ.1	0
2020-10-04	Alpha	0
2020-10-04	Delta	0
2020-10-04	XBB	0
2020-10-11	WT	334130.765475769
2020-10-11	BA.1	0
2020-10-11	BA.2	0
2020-10-11	BA.2.86	0
2020-10-11	BA.4/5	118.234524230633
2020-10-11	BQ.1	0
2020-10-11	Alpha	0
2020-10-11	Delta	0
2020-10-11	XBB	0
2020-10-18	WT	387634
2020-10-18	BA.1	0
2020-10-18	BA.2	0
2020-10-18	BA.2.86	0
2020-10-18	BA.4/5	0
2020-10-18	BQ.1	0
2020-10-18	Alpha	0
2020-10-18	Delta	0
2020-10-18	XBB	0
2020-10-25	WT	449438
2020-10-25	BA.1	0
2020-10-25	BA.2	0
2020-10-25	BA.2.86	0
2020-10-25	BA.4/5	0
2020-10-25	BQ.1	0
2020-10-25	Alpha	0
2020-10-25	Delta	0
2020-10-25	XBB	0
2020-11-01	WT	559230.863808691
2020-11-01	BA.1	0
2020-11-01	BA.2	0
2020-11-01	BA.2.86	0
2020-11-01	BA.4/5	0
2020-11-01	BQ.1	0
2020-11-01	Alpha	163.13619130942
2020-11-01	Delta	0
2020-11-01	XBB	0
2020-11-08	WT	789900.917399804
2020-11-08	BA.1	0
2020-11-08	BA.2	0
2020-11-08	BA.2.86	0
2020-11-08	BA.4/5	0
2020-11-08	BQ.1	0
2020-11-08	Alpha	0
2020-11-08	Delta	193.082600195503
2020-11-08	XBB	0
2020-11-15	WT	1004624.54256253
2020-11-15	BA.1	0
2020-11-15	BA.2	0
2020-11-15	BA.2.86	0
2020-11-15	BA.4/5	0
2020-11-15	BQ.1	0
2020-11-15	Alpha	220.457437472576
2020-11-15	Delta	0
2020-11-15	XBB	0
2020-11-22	WT	1175483
2020-11-22	BA.1	0
2020-11-22	BA.2	0
2020-11-22	BA.2.86	0
2020-11-22	BA.4/5	0
2020-11-22	BQ.1	0
2020-11-22	Alpha	0
2020-11-22	Delta	0
2020-11-22	XBB	0
2020-11-29	WT	1162059.71961245
2020-11-29	BA.1	0
2020-11-29	BA.2	0
2020-11-29	BA.2.86	0
2020-11-29	BA.4/5	0
2020-11-29	BQ.1	0
2020-11-29	Alpha	341.28038755138
2020-11-29	Delta	0
2020-11-29	XBB	0
2020-12-06	WT	1280472.80229432
2020-12-06	BA.1	0
2020-12-06	BA.2	0
2020-12-06	BA.2.86	0
2020-12-06	BA.4/5	0
2020-12-06	BQ.1	0
2020-12-06	Alpha	0
2020-12-06	Delta	459.197705682022
2020-12-06	XBB	0
2020-12-13	WT	1468308.68688776
2020-12-13	BA.1	0
2020-12-13	BA.2	0
2020-12-13	BA.2.86	0
2020-12-13	BA.4/5	0
2020-12-13	BQ.1	0
2020-12-13	Alpha	173.313112238876
2020-12-13	Delta	0
2020-12-13	XBB	0
2020-12-20	WT	1515988.15591054
2020-12-20	BA.1	0
2020-12-20	BA.2	0
2020-12-20	BA.2.86	0
2020-12-20	BA.4/5	0
2020-12-20	BQ.1	0
2020-12-20	Alpha	1551.8752715655
2020-12-20	Delta	193.984408945687
2020-12-20	XBB	0
2020-12-27	WT	1355259.59761668
2020-12-27	BA.1	0
2020-12-27	BA.2	0
2020-12-27	BA.2.86	0
2020-12-27	BA.4/5	0
2020-12-27	BQ.1	0
2020-12-27	Alpha	4862.40238331678
2020-12-27	Delta	0
2020-12-27	XBB	0
2021-01-03	WT	1363947.78360696
2021-01-03	BA.1	511.416491791137
2021-01-03	BA.2	0
2021-01-03	BA.2.86	0
2021-01-03	BA.4/5	0
2021-01-03	BQ.1	0
2021-01-03	Alpha	15172.0225898037
2021-01-03	Delta	1363.77731144303
2021-01-03	XBB	0
2021-01-10	WT	1646104.08468596
2021-01-10	BA.1	3791.05928016937
2021-01-10	BA.2	0
2021-01-10	BA.2.86	0
2021-01-10	BA.4/5	0
2021-01-10	BQ.1	0
2021-01-10	Alpha	16994.4036697248
2021-01-10	Delta	261.452364149612
2021-01-10	XBB	0
2021-01-17	WT	1564428.19954128
2021-01-17	BA.1	270.124872579001
2021-01-17	BA.2	0
2021-01-17	BA.2.86	0
2021-01-17	BA.4/5	0
2021-01-17	BQ.1	0
2021-01-17	Alpha	22690.4892966361
2021-01-17	Delta	2566.18628950051
2021-01-17	XBB	0
2021-01-24	WT	1238247.76923791
2021-01-24	BA.1	235.006219251833
2021-01-24	BA.2	0
2021-01-24	BA.2.86	0
2021-01-24	BA.4/5	0
2021-01-24	BQ.1	0
2021-01-24	Alpha	27143.2183235867
2021-01-24	Delta	235.006219251833
2021-01-24	XBB	0
2021-01-31	WT	1018859.98290498
2021-01-31	BA.1	251.974770101391
2021-01-31	BA.2	0
2021-01-31	BA.2.86	0
2021-01-31	BA.4/5	0
2021-01-31	BQ.1	0
2021-01-31	Alpha	49513.0423249234
2021-01-31	Delta	0
2021-01-31	XBB	0
2021-02-07	WT	797529.403038215
2021-02-07	BA.1	0
2021-02-07	BA.2	0
2021-02-07	BA.2.86	0
2021-02-07	BA.4/5	0
2021-02-07	BQ.1	0
2021-02-07	Alpha	59720.5969617849
2021-02-07	Delta	0
2021-02-07	XBB	0
2021-02-14	WT	613760.270486342
2021-02-14	BA.1	0
2021-02-14	BA.2	0
2021-02-14	BA.2.86	0
2021-02-14	BA.4/5	0
2021-02-14	BQ.1	0
2021-02-14	Alpha	56662.8127914723
2021-02-14	Delta	148.91672218521
2021-02-14	XBB	0
2021-02-21	WT	418267.312676056
2021-02-21	BA.1	53.3504225352113
2021-02-21	BA.2	0
2021-02-21	BA.2.86	0
2021-02-21	BA.4/5	0
2021-02-21	BQ.1	0
2021-02-21	Alpha	55110.9864788732
2021-02-21	Delta	53.3504225352113
2021-02-21	XBB	0
2021-02-28	WT	373103.538164996
2021-02-28	BA.1	0
2021-02-28	BA.2	0
2021-02-28	BA.2.86	0
2021-02-28	BA.4/5	0
2021-02-28	BQ.1	0
2021-02-28	Alpha	92333.2504818813
2021-02-28	Delta	89.7746723207402
2021-02-28	XBB	0
2021-03-07	WT	313107.203834969
2021-03-07	BA.1	76.4701926572155
2021-03-07	BA.2	0
2021-03-07	BA.2.86	38.2350963286078
2021-03-07	BA.4/5	0
2021-03-07	BQ.1	0
2021-03-07	Alpha	107325.915394402
2021-03-07	Delta	38.2350963286078
2021-03-07	XBB	0
2021-03-14	WT	248964.918142332
2021-03-14	BA.1	32.0748412963582
2021-03-14	BA.2	0
2021-03-14	BA.2.86	0
2021-03-14	BA.4/5	0
2021-03-14	BQ.1	0
2021-03-14	Alpha	134746.408286001
2021-03-14	Delta	32.0748412963582
2021-03-14	XBB	0
2021-03-21	WT	212162.029985856
2021-03-21	BA.1	80.5270862800566
2021-03-21	BA.2	0
2021-03-21	BA.2.86	0
2021-03-21	BA.4/5	0
2021-03-21	BQ.1	0
2021-03-21	Alpha	166986.334582744
2021-03-21	Delta	134.211810466761
2021-03-21	XBB	0
2021-03-28	WT	207970.710002428
2021-03-28	BA.1	76.0775673707211
2021-03-28	BA.2	0
2021-03-28	BA.2.86	0
2021-03-28	BA.4/5	0
2021-03-28	BQ.1	0
2021-03-28	Alpha	209517.620538966
2021-03-28	Delta	50.7183782471474
2021-03-28	XBB	0
2021-04-04	WT	188317.620380473
2021-04-04	BA.1	21.3463636794914
2021-04-04	BA.2	0
2021-04-04	BA.2.86	0
2021-04-04	BA.4/5	0
2021-04-04	BQ.1	0
2021-04-04	Alpha	260660.44689027
2021-04-04	Delta	448.27363726932
2021-04-04	XBB	0
2021-04-11	WT	160350.1990072
2021-04-11	BA.1	0
2021-04-11	BA.2	0
2021-04-11	BA.2.86	0
2021-04-11	BA.4/5	0
2021-04-11	BQ.1	0
2021-04-11	Alpha	294233.643396986
2021-04-11	Delta	509.760296945575
2021-04-11	XBB	0
2021-04-18	WT	158570.868126048
2021-04-18	BA.1	0
2021-04-18	BA.2	0
2021-04-18	BA.2.86	0
2021-04-18	BA.4/5	0
2021-04-18	BQ.1	0
2021-04-18	Alpha	306542.851178392
2021-04-18	Delta	1649.63191808633
2021-04-18	XBB	0
2021-04-25	WT	123890.213076923
2021-04-25	BA.1	0
2021-04-25	BA.2	0
2021-04-25	BA.2.86	0
2021-04-25	BA.4/5	0
2021-04-25	BQ.1	0
2021-04-25	Alpha	278518.693846154
2021-04-25	Delta	3061.33153846154
2021-04-25	XBB	0
2021-05-02	WT	94457.3372164631
2021-05-02	BA.1	17.3666735091861
2021-05-02	BA.2	0
2021-05-02	BA.2.86	0
2021-05-02	BA.4/5	0
2021-05-02	BQ.1	0
2021-05-02	Alpha	239660.094426768
2021-05-02	Delta	3282.30129323617
2021-05-02	XBB	0
2021-05-09	WT	81973.1949956357
2021-05-09	BA.1	0
2021-05-09	BA.2	0
2021-05-09	BA.2.86	0
2021-05-09	BA.4/5	0
2021-05-09	BQ.1	0
2021-05-09	Alpha	205536.857259238
2021-05-09	Delta	3895.3852778586
2021-05-09	XBB	0
2021-05-16	WT	65746.2306073127
2021-05-16	BA.1	36.3841896000624
2021-05-16	BA.2	0
2021-05-16	BA.2.86	0
2021-05-16	BA.4/5	0
2021-05-16	BQ.1	0
2021-05-16	Alpha	161636.762298277
2021-05-16	Delta	4202.3738988072
2021-05-16	XBB	0
2021-05-23	WT	51176.6517017465
2021-05-23	BA.1	20.3324003582624
2021-05-23	BA.2	0
2021-05-23	BA.2.86	0
2021-05-23	BA.4/5	0
2021-05-23	BQ.1	0
2021-05-23	Alpha	121242.103336319
2021-05-23	Delta	6587.69771607703
2021-05-23	XBB	0
2021-05-30	WT	43859.7530333282
2021-05-30	BA.1	45.403471048994
2021-05-30	BA.2	0
2021-05-30	BA.2.86	0
2021-05-30	BA.4/5	0
2021-05-30	BQ.1	0
2021-05-30	Alpha	94779.745814775
2021-05-30	Delta	8376.94040853939
2021-05-30	XBB	0
2021-06-06	WT	28320.4534726253
2021-06-06	BA.1	19.1743083768621
2021-06-06	BA.2	0
2021-06-06	BA.2.86	0
2021-06-06	BA.4/5	0
2021-06-06	BQ.1	0
2021-06-06	Alpha	58232.3745405301
2021-06-06	Delta	12079.8142774231
2021-06-06	XBB	0
2021-06-13	WT	25883.5076660988
2021-06-13	BA.1	0
2021-06-13	BA.2	0
2021-06-13	BA.2.86	0
2021-06-13	BA.4/5	0
2021-06-13	BQ.1	0
2021-06-13	Alpha	50257.426746167
2021-06-13	Delta	22813.4454855196
2021-06-13	XBB	0
2021-06-20	WT	17674.9091205212
2021-06-20	BA.1	26.2628664495114
2021-06-20	BA.2	0
2021-06-20	BA.2.86	0
2021-06-20	BA.4/5	0
2021-06-20	BQ.1	0
2021-06-20	Alpha	33170.0003257329
2021-06-20	Delta	28928.5473941368
2021-06-20	XBB	0
2021-06-27	WT	16051.8724663412
2021-06-27	BA.1	25.9319425950584
2021-06-27	BA.2	0
2021-06-27	BA.2.86	0
2021-06-27	BA.4/5	0
2021-06-27	BQ.1	0
2021-06-27	Alpha	23792.5573309661
2021-06-27	Delta	47183.1695517088
2021-06-27	XBB	0
2021-07-04	WT	12765.2191278857
2021-07-04	BA.1	0
2021-07-04	BA.2	0
2021-07-04	BA.2.86	0
2021-07-04	BA.4/5	0
2021-07-04	BQ.1	0
2021-07-04	Alpha	16961.0293147673
2021-07-04	Delta	66492.9241480396
2021-07-04	XBB	0
2021-07-11	WT	25730.993902439
2021-07-11	BA.1	24.9573170731707
2021-07-11	BA.2	24.9573170731707
2021-07-11	BA.2.86	0
2021-07-11	BA.4/5	0
2021-07-11	BQ.1	0
2021-07-11	Alpha	26205.1829268293
2021-07-11	Delta	232652.109756098
2021-07-11	XBB	0
2021-07-18	WT	13773.0838662525
2021-07-18	BA.1	0
2021-07-18	BA.2	0
2021-07-18	BA.2.86	0
2021-07-18	BA.4/5	0
2021-07-18	BQ.1	0
2021-07-18	Alpha	11739.6561300932
2021-07-18	Delta	195954.652841221
2021-07-18	XBB	0
2021-07-25	WT	12339.9683687883
2021-07-25	BA.1	0
2021-07-25	BA.2	0
2021-07-25	BA.2.86	0
2021-07-25	BA.4/5	0
2021-07-25	BQ.1	0
2021-07-25	Alpha	8559.60446004366
2021-07-25	Delta	337297.5911912
2021-07-25	XBB	0
2021-08-01	WT	12299.8674475354
2021-08-01	BA.1	0
2021-08-01	BA.2	0
2021-08-01	BA.2.86	0
2021-08-01	BA.4/5	0
2021-08-01	BQ.1	0
2021-08-01	Alpha	7458.24089799902
2021-08-01	Delta	526687.088140556
2021-08-01	XBB	0
2021-08-08	WT	8834.61779375942
2021-08-08	BA.1	21.547848277462
2021-08-08	BA.2	0
2021-08-08	BA.2.86	0
2021-08-08	BA.4/5	0
2021-08-08	BQ.1	0
2021-08-08	Alpha	4675.88307620926
2021-08-08	Delta	728726.680895488
2021-08-08	XBB	0
2021-08-15	WT	7741.44534178291
2021-08-15	BA.1	0
2021-08-15	BA.2	34.254182928243
2021-08-15	BA.2.86	0
2021-08-15	BA.4/5	0
2021-08-15	BQ.1	0
2021-08-15	Alpha	3356.90992696781
2021-08-15	Delta	874577.7985239
2021-08-15	XBB	0
2021-08-22	WT	6856.66376822184
2021-08-22	BA.1	0
2021-08-22	BA.2	0
2021-08-22	BA.2.86	0
2021-08-22	BA.4/5	0
2021-08-22	BQ.1	0
2021-08-22	Alpha	2347.66205107596
2021-08-22	Delta	1010538.08731869
2021-08-22	XBB	0
2021-08-29	WT	3178.88970465543
2021-08-29	BA.1	36.5389621224762
2021-08-29	BA.2	0
2021-08-29	BA.2.86	0
2021-08-29	BA.4/5	0
2021-08-29	BQ.1	0
2021-08-29	Alpha	694.240280327048
2021-08-29	Delta	1090761.09728016
2021-08-29	XBB	0
2021-09-05	WT	2278.89557863774
2021-09-05	BA.1	0
2021-09-05	BA.2	0
2021-09-05	BA.2.86	0
2021-09-05	BA.4/5	0
2021-09-05	BQ.1	0
2021-09-05	Alpha	596.018843643717
2021-09-05	Delta	1141130.66605387
2021-09-05	XBB	0
2021-09-12	WT	1588.23620775348
2021-09-12	BA.1	0
2021-09-12	BA.2	0
2021-09-12	BA.2.86	0
2021-09-12	BA.4/5	0
2021-09-12	BQ.1	0
2021-09-12	Alpha	508.235586481113
2021-09-12	Delta	1020441.76348161
2021-09-12	XBB	0
2021-09-19	WT	3719.0476837974
2021-09-19	BA.1	0
2021-09-19	BA.2	0
2021-09-19	BA.2.86	0
2021-09-19	BA.4/5	0
2021-09-19	BQ.1	0
2021-09-19	Alpha	609.154362001298
2021-09-19	Delta	1033093.73719831
2021-09-19	XBB	0
2021-09-26	WT	789.301656277827
2021-09-26	BA.1	0
2021-09-26	BA.2	0
2021-09-26	BA.2.86	0
2021-09-26	BA.4/5	0
2021-09-26	BQ.1	0
2021-09-26	Alpha	91.073268032057
2021-09-26	Delta	851352.909563669
2021-09-26	XBB	0
2021-10-03	WT	729.293196243643
2021-10-03	BA.1	196.348168219442
2021-10-03	BA.2	28.0497383170632
2021-10-03	BA.2.86	0
2021-10-03	BA.4/5	0
2021-10-03	BQ.1	0
2021-10-03	Alpha	0
2021-10-03	Delta	754678.209420586
2021-10-03	XBB	0
2021-10-10	WT	461.929557476455
2021-10-10	BA.1	21.9966455941169
2021-10-10	BA.2	0
2021-10-10	BA.2.86	0
2021-10-10	BA.4/5	0
2021-10-10	BQ.1	0
2021-10-10	Alpha	65.9899367823507
2021-10-10	Delta	681390.090568959
2021-10-10	XBB	21.9966455941169
2021-10-17	WT	252.132510555375
2021-10-17	BA.1	0
2021-10-17	BA.2	0
2021-10-17	BA.2.86	0
2021-10-17	BA.4/5	0
2021-10-17	BQ.1	0
2021-10-17	Alpha	63.0331276388438
2021-10-17	Delta	581900.82331926
2021-10-17	XBB	0
2021-10-24	WT	256.775056803837
2021-10-24	BA.1	18.3410754859884
2021-10-24	BA.2	0
2021-10-24	BA.2.86	0
2021-10-24	BA.4/5	0
2021-10-24	BQ.1	0
2021-10-24	Alpha	36.6821509719768
2021-10-24	Delta	508231.201716738
2021-10-24	XBB	0
2021-10-31	WT	241.829295515725
2021-10-31	BA.1	51.8205633247981
2021-10-31	BA.2	0
2021-10-31	BA.2.86	0
2021-10-31	BA.4/5	0
2021-10-31	BQ.1	0
2021-10-31	Alpha	0
2021-10-31	Delta	525892.350141159
2021-10-31	XBB	0
2021-11-07	WT	105.281873655042
2021-11-07	BA.1	0
2021-11-07	BA.2	0
2021-11-07	BA.2.86	0
2021-11-07	BA.4/5	195.523479645079
2021-11-07	BQ.1	0
2021-11-07	Alpha	15.040267665006
2021-11-07	Delta	509895.154379035
2021-11-07	XBB	0
2021-11-14	WT	124.568649917559
2021-11-14	BA.1	0
2021-11-14	BA.2	0
2021-11-14	BA.2.86	0
2021-11-14	BA.4/5	15.5710812396948
2021-11-14	BQ.1	0
2021-11-14	Alpha	15.5710812396948
2021-11-14	Delta	557008.718106363
2021-11-14	XBB	0
2021-11-21	WT	166.196304708121
2021-11-21	BA.1	20.7745380885151
2021-11-21	BA.2	0
2021-11-21	BA.2.86	41.5490761770303
2021-11-21	BA.4/5	20.7745380885151
2021-11-21	BQ.1	0
2021-11-21	Alpha	20.7745380885151
2021-11-21	Delta	676585.156466761
2021-11-21	XBB	0
2021-11-28	WT	92.90268956324
2021-11-28	BA.1	325.15941347134
2021-11-28	BA.2	0
2021-11-28	BA.2.86	0
2021-11-28	BA.4/5	0
2021-11-28	BQ.1	0
2021-11-28	Alpha	0
2021-11-28	Delta	591975.937896965
2021-11-28	XBB	0
2021-12-05	WT	431.879582506685
2021-12-05	BA.1	4469.95367894419
2021-12-05	BA.2	0
2021-12-05	BA.2.86	0
2021-12-05	BA.4/5	0
2021-12-05	BQ.1	21.5939791253343
2021-12-05	Alpha	86.375916501337
2021-12-05	Delta	745964.008884672
